COUNTY,ST,COUNTY_STATE,SSACD,COUNTY DESIGNA-TION,Primary Care Distance
Pulaski,MO,"Pulaski, MO",26840,Micro,20
Putnam,MO,"Putnam, MO",26850,CEAC,60
Ralls,MO,"Ralls, MO",26860,Rural,30
Randolph,MO,"Randolph, MO",26870,Micro,20
Ray,MO,"Ray, MO",26880,Rural,30
Reynolds,MO,"Reynolds, MO",26881,CEAC,60
Ripley,MO,"Ripley, MO",26900,Rural,30
St. Charles,MO,"St. Charles, MO",26910,Metro,10
St. Clair,MO,"St. Clair, MO",26911,Rural,30
St. Francois,MO,"St. Francois, MO",26930,Metro,10
St. Louis,MO,"St. Louis, MO",26940,Large Metro,5
St. Louis City,MO,"St. Louis city, MO",26950,Large Metro,5
Ste. Genevieve,MO,"Ste. Genevieve, MO",26960,Rural,30
Saline,MO,"Saline, MO",26970,Rural,30
Schuyler,MO,"Schuyler, MO",26980,Rural,30
Scotland,MO,"Scotland, MO",26981,Rural,30
Scott,MO,"Scott, MO",26982,Micro,20
Shannon,MO,"Shannon, MO",26983,CEAC,60
Shelby,MO,"Shelby, MO",26984,Rural,30
Stoddard,MO,"Stoddard, MO",26985,Rural,30
Stone,MO,"Stone, MO",26986,Micro,20
Sullivan,MO,"Sullivan, MO",26987,CEAC,60
Taney,MO,"Taney, MO",26988,Micro,20
Texas,MO,"Texas, MO",26989,Rural,30
Vernon,MO,"Vernon, MO",26990,Rural,30
Warren,MO,"Warren, MO",26991,Micro,20
Washington,MO,"Washington, MO",26992,Rural,30
Wayne,MO,"Wayne, MO",26993,Rural,30
Webster,MO,"Webster, MO",26994,Micro,20
Worth,MO,"Worth, MO",26995,CEAC,60
Wright,MO,"Wright, MO",26996,Rural,30
Beaverhead,MT,"Beaverhead, MT",27000,CEAC,60
Big Horn,MT,"Big Horn, MT",27010,CEAC,60
Blaine,MT,"Blaine, MT",27020,CEAC,60
Broadwater,MT,"Broadwater, MT",27030,CEAC,60
Carbon,MT,"Carbon, MT",27040,CEAC,60
Carter,MT,"Carter, MT",27050,CEAC,60
Cascade,MT,"Cascade, MT",27060,Micro,20
Chouteau,MT,"Chouteau, MT",27070,CEAC,60
Custer,MT,"Custer, MT",27080,CEAC,60
Daniels,MT,"Daniels, MT",27090,CEAC,60
Dawson,MT,"Dawson, MT",27100,CEAC,60
Deer Lodge,MT,"Deer Lodge, MT",27110,Rural,30
Fallon,MT,"Fallon, MT",27120,CEAC,60
Fergus,MT,"Fergus, MT",27130,CEAC,60
Flathead,MT,"Flathead, MT",27140,Micro,20
Gallatin,MT,"Gallatin, MT",27150,Micro,20
Garfield,MT,"Garfield, MT",27160,CEAC,60
Glacier,MT,"Glacier, MT",27170,CEAC,60
Golden Valley,MT,"Golden Valley, MT",27180,CEAC,60
Granite,MT,"Granite, MT",27190,CEAC,60
Hill,MT,"Hill, MT",27200,CEAC,60
Jefferson,MT,"Jefferson, MT",27210,CEAC,60
Judith Basin,MT,"Judith Basin, MT",27220,CEAC,60
Lake,MT,"Lake, MT",27230,Rural,30
Lewis and Clark,MT,"Lewis and Clark, MT",27240,Micro,20
Liberty,MT,"Liberty, MT",27250,CEAC,60
Lincoln,MT,"Lincoln, MT",27260,CEAC,60
McCone,MT,"McCone, MT",27270,CEAC,60
Madison,MT,"Madison, MT",27280,CEAC,60
Meagher,MT,"Meagher, MT",27290,CEAC,60
Mineral,MT,"Mineral, MT",27300,CEAC,60
Missoula,MT,"Missoula, MT",27310,Micro,20
Musselshell,MT,"Musselshell, MT",27320,CEAC,60
Park,MT,"Park, MT",27330,CEAC,60
Petroleum,MT,"Petroleum, MT",27340,CEAC,60
Phillips,MT,"Phillips, MT",27350,CEAC,60
Pondera,MT,"Pondera, MT",27360,CEAC,60
Powder River,MT,"Powder River, MT",27370,CEAC,60
Powell,MT,"Powell, MT",27380,CEAC,60
Prairie,MT,"Prairie, MT",27390,CEAC,60
Ravalli,MT,"Ravalli, MT",27400,Rural,30
Richland,MT,"Richland, MT",27410,CEAC,60
Roosevelt,MT,"Roosevelt, MT",27420,CEAC,60
Rosebud,MT,"Rosebud, MT",27430,CEAC,60
Sanders,MT,"Sanders, MT",27440,CEAC,60
Sheridan,MT,"Sheridan, MT",27450,CEAC,60
Silver Bow,MT,"Silver Bow, MT",27460,Rural,30
Stillwater,MT,"Stillwater, MT",27470,CEAC,60
Sweet Grass,MT,"Sweet Grass, MT",27480,CEAC,60
Teton,MT,"Teton, MT",27490,CEAC,60
Toole,MT,"Toole, MT",27500,CEAC,60
Treasure,MT,"Treasure, MT",27510,CEAC,60
Valley,MT,"Valley, MT",27520,CEAC,60
Wheatland,MT,"Wheatland, MT",27530,CEAC,60
Wibaux,MT,"Wibaux, MT",27540,CEAC,60
Yellowstone,MT,"Yellowstone, MT",27550,Micro,20
Adams,NE,"Adams, NE",28000,Micro,20
Antelope,NE,"Antelope, NE",28010,CEAC,60
Arthur,NE,"Arthur, NE",28020,CEAC,60
Banner,NE,"Banner, NE",28030,CEAC,60
Blaine,NE,"Blaine, NE",28040,CEAC,60
Boone,NE,"Boone, NE",28050,CEAC,60
Box Butte,NE,"Box Butte, NE",28060,Rural,30
Boyd,NE,"Boyd, NE",28070,CEAC,60
Brown,NE,"Brown, NE",28080,CEAC,60
Buffalo,NE,"Buffalo, NE",28090,Micro,20
Burt,NE,"Burt, NE",28100,Rural,30
Butler,NE,"Butler, NE",28110,Rural,30
Cass,NE,"Cass, NE",28120,Rural,30
Cedar,NE,"Cedar, NE",28130,Rural,30
Chase,NE,"Chase, NE",28140,CEAC,60
Cherry,NE,"Cherry, NE",28150,CEAC,60
Cheyenne,NE,"Cheyenne, NE",28160,CEAC,60
Clay,NE,"Clay, NE",28170,Rural,30
Colfax,NE,"Colfax, NE",28180,Rural,30
Cuming,NE,"Cuming, NE",28190,Rural,30
Custer,NE,"Custer, NE",28200,CEAC,60
Dakota,NE,"Dakota, NE",28210,Micro,20
Dawes,NE,"Dawes, NE",28220,CEAC,60
Dawson,NE,"Dawson, NE",28230,Rural,30
Deuel,NE,"Deuel, NE",28240,CEAC,60
Dixon,NE,"Dixon, NE",28250,Rural,30
Dodge,NE,"Dodge, NE",28260,Micro,20
Douglas,NE,"Douglas, NE",28270,Large Metro,5
Dundy,NE,"Dundy, NE",28280,CEAC,60
Fillmore,NE,"Fillmore, NE",28290,CEAC,60
Franklin,NE,"Franklin, NE",28300,CEAC,60
Frontier,NE,"Frontier, NE",28310,CEAC,60
Furnas,NE,"Furnas, NE",28320,CEAC,60
Gage,NE,"Gage, NE",28330,Rural,30
Garden,NE,"Garden, NE",28340,CEAC,60
Garfield,NE,"Garfield, NE",28350,CEAC,60
Gosper,NE,"Gosper, NE",28360,CEAC,60
Grant,NE,"Grant, NE",28370,CEAC,60
Greeley,NE,"Greeley, NE",28380,CEAC,60
Hall,NE,"Hall, NE",28390,Metro,10
Hamilton,NE,"Hamilton, NE",28400,Rural,30
Harlan,NE,"Harlan, NE",28410,CEAC,60
Hayes,NE,"Hayes, NE",28420,CEAC,60
Hitchcock,NE,"Hitchcock, NE",28430,CEAC,60
Holt,NE,"Holt, NE",28440,CEAC,60
Hooker,NE,"Hooker, NE",28450,CEAC,60
Howard,NE,"Howard, NE",28460,Rural,30
Jefferson,NE,"Jefferson, NE",28470,Rural,30
Johnson,NE,"Johnson, NE",28480,Rural,30
Kearney,NE,"Kearney, NE",28490,Rural,30
Keith,NE,"Keith, NE",28500,CEAC,60
Keya Paha,NE,"Keya Paha, NE",28510,CEAC,60
Kimball,NE,"Kimball, NE",28520,CEAC,60
Knox,NE,"Knox, NE",28530,CEAC,60
Lancaster,NE,"Lancaster, NE",28540,Metro,10
Lincoln,NE,"Lincoln, NE",28550,Rural,30
Logan,NE,"Logan, NE",28560,CEAC,60
Loup,NE,"Loup, NE",28570,CEAC,60
McPherson,NE,"McPherson, NE",28580,CEAC,60
Madison,NE,"Madison, NE",28590,Micro,20
Merrick,NE,"Merrick, NE",28600,Rural,30
Morrill,NE,"Morrill, NE",28610,CEAC,60
Nance,NE,"Nance, NE",28620,CEAC,60
Nemaha,NE,"Nemaha, NE",28630,Rural,30
Nuckolls,NE,"Nuckolls, NE",28640,CEAC,60
Otoe,NE,"Otoe, NE",28650,Rural,30
Pawnee,NE,"Pawnee, NE",28660,CEAC,60
Perkins,NE,"Perkins, NE",28670,CEAC,60
Phelps,NE,"Phelps, NE",28680,Rural,30
Pierce,NE,"Pierce, NE",28690,Rural,30
Platte,NE,"Platte, NE",28700,Rural,30
Polk,NE,"Polk, NE",28710,Rural,30
Red Willow,NE,"Red Willow, NE",28720,Rural,30
Richardson,NE,"Richardson, NE",28730,Rural,30
Rock,NE,"Rock, NE",28740,CEAC,60
Saline,NE,"Saline, NE",28750,Rural,30
Sarpy,NE,"Sarpy, NE",28760,Metro,10
Saunders,NE,"Saunders, NE",28770,Rural,30
Scotts Bluff,NE,"Scotts Bluff, NE",28780,Rural,30
Seward,NE,"Seward, NE",28790,Rural,30
Sheridan,NE,"Sheridan, NE",28800,CEAC,60
Sherman,NE,"Sherman, NE",28810,CEAC,60
Sioux,NE,"Sioux, NE",28820,CEAC,60
Stanton,NE,"Stanton, NE",28830,Rural,30
Thayer,NE,"Thayer, NE",28840,CEAC,60
Thomas,NE,"Thomas, NE",28850,CEAC,60
Thurston,NE,"Thurston, NE",28860,Rural,30
Valley,NE,"Valley, NE",28870,CEAC,60
Washington,NE,"Washington, NE",28880,Micro,20
Wayne,NE,"Wayne, NE",28890,Rural,30
Webster,NE,"Webster, NE",28900,CEAC,60
Wheeler,NE,"Wheeler, NE",28910,CEAC,60
York,NE,"York, NE",28920,Rural,30
Churchill,NV,"Churchill, NV",29000,CEAC,60
Clark,NV,"Clark, NV",29010,Metro,10
Douglas,NV,"Douglas, NV",29020,Micro,20
Elko,NV,"Elko, NV",29030,CEAC,60
Esmeralda,NV,"Esmeralda, NV",29040,CEAC,60
Eureka,NV,"Eureka, NV",29050,CEAC,60
Humboldt,NV,"Humboldt, NV",29060,CEAC,60
Lander,NV,"Lander, NV",29070,CEAC,60
Lincoln,NV,"Lincoln, NV",29080,CEAC,60
Lyon,NV,"Lyon, NV",29090,Micro,20
Mineral,NV,"Mineral, NV",29100,CEAC,60
Nye,NV,"Nye, NV",29110,CEAC,60
Carson City,NV,"Carson City, NV",29120,Metro,10
Pershing,NV,"Pershing, NV",29130,CEAC,60
Storey,NV,"Storey, NV",29140,Rural,30
Washoe,NV,"Washoe, NV",29150,Metro,10
White Pine,NV,"White Pine, NV",29160,CEAC,60
Belknap,NH,"Belknap, NH",30000,Metro,10
Carroll,NH,"Carroll, NH",30010,Micro,20
Cheshire,NH,"Cheshire, NH",30020,Metro,10
Coos,NH,"Coos, NH",30030,Rural,30
Grafton,NH,"Grafton, NH",30040,Micro,20
Hillsborough,NH,"Hillsborough, NH",30050,Metro,10
Merrimack,NH,"Merrimack, NH",30060,Metro,10
Rockingham,NH,"Rockingham, NH",30070,Metro,10
Strafford,NH,"Strafford, NH",30080,Metro,10
Sullivan,NH,"Sullivan, NH",30090,Micro,20
Atlantic,NJ,"Atlantic, NJ",31000,Metro,10
Bergen,NJ,"Bergen, NJ",31100,Large Metro,5
Burlington,NJ,"Burlington, NJ",31150,Metro,10
Camden,NJ,"Camden, NJ",31160,Large Metro,5
Cape May,NJ,"Cape May, NJ",31180,Metro,10
Cumberland,NJ,"Cumberland, NJ",31190,Metro,10
Essex,NJ,"Essex, NJ",31200,Large Metro,5
Gloucester,NJ,"Gloucester, NJ",31220,Metro,10
Hudson,NJ,"Hudson, NJ",31230,Large Metro,5
Hunterdon,NJ,"Hunterdon, NJ",31250,Metro,10
Mercer,NJ,"Mercer, NJ",31260,Metro,10
Middlesex,NJ,"Middlesex, NJ",31270,Large Metro,5
Monmouth,NJ,"Monmouth, NJ",31290,Metro,10
Morris,NJ,"Morris, NJ",31300,Metro,10
Ocean,NJ,"Ocean, NJ",31310,Metro,10
Passaic,NJ,"Passaic, NJ",31320,Large Metro,5
Salem,NJ,"Salem, NJ",31340,Metro,10
Somerset,NJ,"Somerset, NJ",31350,Metro,10
Sussex,NJ,"Sussex, NJ",31360,Metro,10
Union,NJ,"Union, NJ",31370,Large Metro,5
Warren,NJ,"Warren, NJ",31390,Metro,10
Bernalillo,NM,"Bernalillo, NM",32000,Metro,10
Catron,NM,"Catron, NM",32010,CEAC,60
Chaves,NM,"Chaves, NM",32020,Micro,20
Cibola,NM,"Cibola, NM",32025,CEAC,60
Colfax,NM,"Colfax, NM",32030,CEAC,60
Curry,NM,"Curry, NM",32040,Micro,20
DeBaca,NM,"DeBaca, NM",32050,CEAC,60
Dona Ana,NM,"Dona Ana, NM",32060,Metro,10
Eddy,NM,"Eddy, NM",32070,Micro,20
Grant,NM,"Grant, NM",32080,CEAC,60
Guadalupe,NM,"Guadalupe, NM",32090,CEAC,60
Harding,NM,"Harding, NM",32100,CEAC,60
Hidalgo,NM,"Hidalgo, NM",32110,CEAC,60
Lea,NM,"Lea, NM",32120,Micro,20
Lincoln,NM,"Lincoln, NM",32130,CEAC,60
Los Alamos,NM,"Los Alamos, NM",32131,Micro,20
Luna,NM,"Luna, NM",32140,CEAC,60
McKinley,NM,"McKinley, NM",32150,Micro,25
Mora,NM,"Mora, NM",32160,CEAC,60
Otero,NM,"Otero, NM",32170,CEAC,60
Quay,NM,"Quay, NM",32180,CEAC,60
Rio Arriba,NM,"Rio Arriba, NM",32190,CEAC,60
Roosevelt,NM,"Roosevelt, NM",32200,CEAC,60
Sandoval,NM,"Sandoval, NM",32210,Micro,20
San Juan,NM,"San Juan, NM",32220,Micro,20
San Miguel,NM,"San Miguel, NM",32230,CEAC,60
Santa Fe,NM,"Santa Fe, NM",32240,Micro,20
Sierra,NM,"Sierra, NM",32250,CEAC,60
Socorro,NM,"Socorro, NM",32260,CEAC,60
Taos,NM,"Taos, NM",32270,Rural,30
Torrance,NM,"Torrance, NM",32280,CEAC,60
Union,NM,"Union, NM",32290,CEAC,60
Valencia,NM,"Valencia, NM",32300,Micro,20
Albany,NY,"Albany, NY",33000,Metro,10
Allegany,NY,"Allegany, NY",33010,Rural,30
Bronx,NY,"Bronx, NY",33020,Large Metro,5
Broome,NY,"Broome, NY",33030,Metro,10
Cattaraugus,NY,"Cattaraugus, NY",33040,Micro,20
Cayuga,NY,"Cayuga, NY",33050,Metro,10
Chautauqua,NY,"Chautauqua, NY",33060,Metro,10
Chemung,NY,"Chemung, NY",33070,Metro,10
Chenango,NY,"Chenango, NY",33080,Micro,20
Clinton,NY,"Clinton, NY",33090,Micro,20
Columbia,NY,"Columbia, NY",33200,Micro,20
Cortland,NY,"Cortland, NY",33210,Micro,20
Delaware,NY,"Delaware, NY",33220,Rural,30
Dutchess,NY,"Dutchess, NY",33230,Metro,10
Erie,NY,"Erie, NY",33240,Metro,10
Essex,NY,"Essex, NY",33260,Rural,30
Franklin,NY,"Franklin, NY",33270,Micro,20
Fulton,NY,"Fulton, NY",33280,Metro,10
Genesee,NY,"Genesee, NY",33290,Metro,10
Greene,NY,"Greene, NY",33300,Micro,20
Hamilton,NY,"Hamilton, NY",33310,CEAC,60
Herkimer,NY,"Herkimer, NY",33320,Micro,20
Jefferson,NY,"Jefferson, NY",33330,Micro,20
Kings,NY,"Kings, NY",33331,Large Metro,5
Lewis,NY,"Lewis, NY",33340,Rural,30
Livingston,NY,"Livingston, NY",33350,Metro,10
Madison,NY,"Madison, NY",33360,Metro,10
Monroe,NY,"Monroe, NY",33370,Metro,10
Montgomery,NY,"Montgomery, NY",33380,Micro,20
Nassau,NY,"Nassau, NY",33400,Large Metro,5
New York,NY,"New York, NY",33420,Large Metro,5
Niagara,NY,"Niagara, NY",33500,Metro,10
Oneida,NY,"Oneida, NY",33510,Metro,10
Onondaga,NY,"Onondaga, NY",33520,Metro,10
Ontario,NY,"Ontario, NY",33530,Metro,10
Orange,NY,"Orange, NY",33540,Metro,10
Orleans,NY,"Orleans, NY",33550,Micro,20
Oswego,NY,"Oswego, NY",33560,Metro,10
Otsego,NY,"Otsego, NY",33570,Micro,20
Putnam,NY,"Putnam, NY",33580,Metro,10
Queens,NY,"Queens, NY",33590,Large Metro,5
Rensselaer,NY,"Rensselaer, NY",33600,Metro,10
Richmond,NY,"Richmond, NY",33610,Large Metro,5
Rockland,NY,"Rockland, NY",33620,Metro,10
St. Lawrence,NY,"St. Lawrence, NY",33630,Micro,20
Saratoga,NY,"Saratoga, NY",33640,Metro,10
Schenectady,NY,"Schenectady, NY",33650,Metro,10
Schoharie,NY,"Schoharie, NY",33660,Micro,20
Schuyler,NY,"Schuyler, NY",33670,Micro,20
Seneca,NY,"Seneca, NY",33680,Micro,20
Steuben,NY,"Steuben, NY",33690,Micro,20
Suffolk,NY,"Suffolk, NY",33700,Large Metro,5
Sullivan,NY,"Sullivan, NY",33710,Micro,20
Tioga,NY,"Tioga, NY",33720,Micro,20
Tompkins,NY,"Tompkins, NY",33730,Metro,10
Ulster,NY,"Ulster, NY",33740,Metro,10
Warren,NY,"Warren, NY",33750,Micro,20
Washington,NY,"Washington, NY",33760,Micro,20
Wayne,NY,"Wayne, NY",33770,Metro,10
Westchester,NY,"Westchester, NY",33800,Large Metro,5
Wyoming,NY,"Wyoming, NY",33900,Micro,20
Yates,NY,"Yates, NY",33910,Micro,20
Alamance,NC,"Alamance, NC",34000,Metro,10
Alexander,NC,"Alexander, NC",34010,Micro,20
Alleghany,NC,"Alleghany, NC",34020,Rural,30
Anson,NC,"Anson, NC",34030,Rural,30
Ashe,NC,"Ashe, NC",34040,Micro,20
Avery,NC,"Avery, NC",34050,Micro,20
Beaufort,NC,"Beaufort, NC",34060,Micro,25
Bertie,NC,"Bertie, NC",34070,Rural,30
Bladen,NC,"Bladen, NC",34080,Rural,30
Brunswick,NC,"Brunswick, NC",34090,Metro,10
Buncombe,NC,"Buncombe, NC",34100,Metro,10
Burke,NC,"Burke, NC",34110,Metro,10
Cabarrus,NC,"Cabarrus, NC",34120,Metro,10
Caldwell,NC,"Caldwell, NC",34130,Metro,10
Camden,NC,"Camden, NC",34140,Rural,30
Carteret,NC,"Carteret, NC",34150,Metro,10
Caswell,NC,"Caswell, NC",34160,Micro,20
Catawba,NC,"Catawba, NC",34170,Metro,10
Chatham,NC,"Chatham, NC",34180,Metro,10
Cherokee,NC,"Cherokee, NC",34190,Micro,20
Chowan,NC,"Chowan, NC",34200,Micro,20
Clay,NC,"Clay, NC",34210,Rural,30
Cleveland,NC,"Cleveland, NC",34220,Metro,10
Columbus,NC,"Columbus, NC",34230,Micro,20
Craven,NC,"Craven, NC",34240,Metro,15
Cumberland,NC,"Cumberland, NC",34250,Metro,10
Currituck,NC,"Currituck, NC",34251,Micro,20
Dare,NC,"Dare, NC",34270,Micro,20
Davidson,NC,"Davidson, NC",34280,Metro,10
Davie,NC,"Davie, NC",34290,Micro,20
Duplin,NC,"Duplin, NC",34300,Micro,20
Durham,NC,"Durham, NC",34310,Metro,10
Edgecombe,NC,"Edgecombe, NC",34320,Metro,10
Forsyth,NC,"Forsyth, NC",34330,Metro,10
Franklin,NC,"Franklin, NC",34340,Metro,10
Gaston,NC,"Gaston, NC",34350,Metro,10
Gates,NC,"Gates, NC",34360,Rural,30
Graham,NC,"Graham, NC",34370,Rural,30
Granville,NC,"Granville, NC",34380,Metro,10
Greene,NC,"Greene, NC",34390,Micro,20
Guilford,NC,"Guilford, NC",34400,Metro,10
Halifax,NC,"Halifax, NC",34410,Micro,20
Harnett,NC,"Harnett, NC",34420,Metro,10
Haywood,NC,"Haywood, NC",34430,Metro,10
Henderson,NC,"Henderson, NC",34440,Metro,10
Hertford,NC,"Hertford, NC",34450,Micro,20
Hoke,NC,"Hoke, NC",34460,Metro,10
Hyde,NC,"Hyde, NC",34470,CEAC,60
Iredell,NC,"Iredell, NC",34480,Metro,10
Jackson,NC,"Jackson, NC",34490,Micro,20
Johnston,NC,"Johnston, NC",34500,Metro,10
Jones,NC,"Jones, NC",34510,Rural,30
Lee,NC,"Lee, NC",34520,Metro,10
Lenoir,NC,"Lenoir, NC",34530,Metro,10
Lincoln,NC,"Lincoln, NC",34540,Metro,10
McDowell,NC,"McDowell, NC",34550,Micro,20
Macon,NC,"Macon, NC",34560,Micro,20
Madison,NC,"Madison, NC",34570,Rural,30
Martin,NC,"Martin, NC",34580,Micro,20
Mecklenburg,NC,"Mecklenburg, NC",34590,Large Metro,5
Mitchell,NC,"Mitchell, NC",34600,Micro,20
Montgomery,NC,"Montgomery, NC",34610,Micro,20
Moore,NC,"Moore, NC",34620,Metro,10
Nash,NC,"Nash, NC",34630,Metro,10
New Hanover,NC,"New Hanover, NC",34640,Metro,10
Northampton,NC,"Northampton, NC",34650,Rural,30
Onslow,NC,"Onslow, NC",34660,Metro,10
Orange,NC,"Orange, NC",34670,Metro,10
Pamlico,NC,"Pamlico, NC",34680,Rural,30
Pasquotank,NC,"Pasquotank, NC",34690,Micro,20
Pender,NC,"Pender, NC",34700,Micro,20
Perquimans,NC,"Perquimans, NC",34710,Micro,20
Person,NC,"Person, NC",34720,Micro,20
Pitt,NC,"Pitt, NC",34730,Metro,10
Polk,NC,"Polk, NC",34740,Micro,20
Randolph,NC,"Randolph, NC",34750,Metro,10
Richmond,NC,"Richmond, NC",34760,Micro,20
Robeson,NC,"Robeson, NC",34770,Metro,10
Rockingham,NC,"Rockingham, NC",34780,Metro,10
Rowan,NC,"Rowan, NC",34790,Metro,10
Rutherford,NC,"Rutherford, NC",34800,Metro,10
Sampson,NC,"Sampson, NC",34810,Micro,20
Scotland,NC,"Scotland, NC",34820,Micro,20
Stanly,NC,"Stanly, NC",34830,Metro,15
Stokes,NC,"Stokes, NC",34840,Micro,20
Surry,NC,"Surry, NC",34850,Metro,10
Swain,NC,"Swain, NC",34860,Rural,30
Transylvania,NC,"Transylvania, NC",34870,Micro,20
Tyrrell,NC,"Tyrrell, NC",34880,Rural,30
Union,NC,"Union, NC",34890,Metro,10
Vance,NC,"Vance, NC",34900,Micro,20
Wake,NC,"Wake, NC",34910,Large Metro,5
Warren,NC,"Warren, NC",34920,Rural,30
Washington,NC,"Washington, NC",34930,Rural,30
Watauga,NC,"Watauga, NC",34940,Metro,10
Wayne,NC,"Wayne, NC",34950,Metro,10
Wilkes,NC,"Wilkes, NC",34960,Micro,20
Wilson,NC,"Wilson, NC",34970,Metro,10
Yadkin,NC,"Yadkin, NC",34980,Micro,20
Yancey,NC,"Yancey, NC",34981,Micro,20
Adams,ND,"Adams, ND",35000,CEAC,60
Barnes,ND,"Barnes, ND",35010,CEAC,60
Benson,ND,"Benson, ND",35020,CEAC,60
Billings,ND,"Billings, ND",35030,CEAC,60
Bottineau,ND,"Bottineau, ND",35040,CEAC,60
Bowman,ND,"Bowman, ND",35050,CEAC,60
Burke,ND,"Burke, ND",35060,CEAC,60
Burleigh,ND,"Burleigh, ND",35070,Micro,20
Cass,ND,"Cass, ND",35080,Micro,20
Cavalier,ND,"Cavalier, ND",35090,CEAC,60
Dickey,ND,"Dickey, ND",35100,CEAC,60
Divide,ND,"Divide, ND",35110,CEAC,60
Dunn,ND,"Dunn, ND",35120,CEAC,60
Eddy,ND,"Eddy, ND",35130,CEAC,60
Emmons,ND,"Emmons, ND",35140,CEAC,60
Foster,ND,"Foster, ND",35150,CEAC,60
Golden Valley,ND,"Golden Valley, ND",35160,CEAC,60
Grand Forks,ND,"Grand Forks, ND",35170,Micro,20
Grant,ND,"Grant, ND",35180,CEAC,60
Griggs,ND,"Griggs, ND",35190,CEAC,60
Hettinger,ND,"Hettinger, ND",35200,CEAC,60
Kidder,ND,"Kidder, ND",35210,CEAC,60
LaMoure,ND,"LaMoure, ND",35220,CEAC,60
Logan,ND,"Logan, ND",35230,CEAC,60
McHenry,ND,"McHenry, ND",35240,CEAC,60
McIntosh,ND,"McIntosh, ND",35250,CEAC,60
McKenzie,ND,"McKenzie, ND",35260,CEAC,60
McLean,ND,"McLean, ND",35270,CEAC,60
Mercer,ND,"Mercer, ND",35280,CEAC,60
Morton,ND,"Morton, ND",35290,Rural,30
Mountrail,ND,"Mountrail, ND",35300,CEAC,60
Nelson,ND,"Nelson, ND",35310,CEAC,60
Oliver,ND,"Oliver, ND",35320,CEAC,60
Pembina,ND,"Pembina, ND",35330,CEAC,60
Pierce,ND,"Pierce, ND",35340,CEAC,60
Ramsey,ND,"Ramsey, ND",35350,CEAC,60
Ransom,ND,"Ransom, ND",35360,CEAC,60
Renville,ND,"Renville, ND",35370,CEAC,60
Richland,ND,"Richland, ND",35380,Rural,35
Rolette,ND,"Rolette, ND",35390,Rural,30
Sargent,ND,"Sargent, ND",35400,CEAC,60
Sheridan,ND,"Sheridan, ND",35410,CEAC,60
Sioux,ND,"Sioux, ND",35420,CEAC,60
Slope,ND,"Slope, ND",35430,CEAC,60
Stark,ND,"Stark, ND",35440,Rural,30
Steele,ND,"Steele, ND",35450,CEAC,60
Stutsman,ND,"Stutsman, ND",35460,CEAC,60
Towner,ND,"Towner, ND",35470,CEAC,60
Traill,ND,"Traill, ND",35480,CEAC,60
Walsh,ND,"Walsh, ND",35490,CEAC,60
Ward,ND,"Ward, ND",35500,Micro,20
Wells,ND,"Wells, ND",35510,CEAC,60
Williams,ND,"Williams, ND",35520,Rural,30
Adams,OH,"Adams, OH",36000,Rural,30
Allen,OH,"Allen, OH",36010,Metro,10
Ashland,OH,"Ashland, OH",36020,Metro,10
Ashtabula,OH,"Ashtabula, OH",36030,Metro,10
Athens,OH,"Athens, OH",36040,Metro,10
Auglaize,OH,"Auglaize, OH",36050,Micro,20
Belmont,OH,"Belmont, OH",36060,Metro,10
Brown,OH,"Brown, OH",36070,Micro,20
Butler,OH,"Butler, OH",36080,Metro,10
Carroll,OH,"Carroll, OH",36090,Micro,20
Champaign,OH,"Champaign, OH",36100,Micro,20
Clark,OH,"Clark, OH",36110,Metro,10
Clermont,OH,"Clermont, OH",36120,Metro,10
Clinton,OH,"Clinton, OH",36130,Micro,20
Columbiana,OH,"Columbiana, OH",36140,Metro,10
Coshocton,OH,"Coshocton, OH",36150,Micro,20
Crawford,OH,"Crawford, OH",36160,Micro,20
Cuyahoga,OH,"Cuyahoga, OH",36170,Large Metro,5
Darke,OH,"Darke, OH",36190,Micro,20
Defiance,OH,"Defiance, OH",36200,Micro,20
Delaware,OH,"Delaware, OH",36210,Metro,10
Erie,OH,"Erie, OH",36220,Metro,10
Fairfield,OH,"Fairfield, OH",36230,Metro,10
Fayette,OH,"Fayette, OH",36240,Micro,20
Franklin,OH,"Franklin, OH",36250,Large Metro,5
Fulton,OH,"Fulton, OH",36260,Micro,20
Gallia,OH,"Gallia, OH",36270,Micro,20
Geauga,OH,"Geauga, OH",36280,Metro,10
Greene,OH,"Greene, OH",36290,Metro,10
Guernsey,OH,"Guernsey, OH",36300,Micro,20
Hamilton,OH,"Hamilton, OH",36310,Large Metro,5
Hancock,OH,"Hancock, OH",36330,Metro,10
Hardin,OH,"Hardin, OH",36340,Micro,20
Harrison,OH,"Harrison, OH",36350,Rural,30
Henry,OH,"Henry, OH",36360,Micro,20
Highland,OH,"Highland, OH",36370,Micro,20
Hocking,OH,"Hocking, OH",36380,Micro,20
Holmes,OH,"Holmes, OH",36390,Micro,20
Huron,OH,"Huron, OH",36400,Metro,10
Jackson,OH,"Jackson, OH",36410,Micro,20
Jefferson,OH,"Jefferson, OH",36420,Metro,10
Knox,OH,"Knox, OH",36430,Metro,10
Lake,OH,"Lake, OH",36440,Metro,10
Lawrence,OH,"Lawrence, OH",36450,Metro,10
Licking,OH,"Licking, OH",36460,Metro,10
Logan,OH,"Logan, OH",36470,Micro,20
Lorain,OH,"Lorain, OH",36480,Metro,10
