zcta,adult_population,presidential_votes,voter_percent_of_population
84762,78,227,1
84763,207,160,0.77294686
84764,225,100,0.444444444
84765,4892,4182,0.854865086
84766,208,71,0.341346154
84767,455,396,0.87032967
84770,32467,20301,0.625281055
84772,179,133,0.74301676
84773,215,220,1
84774,1138,1059,0.930579965
84775,284,310,1
84776,399,246,0.616541353
84779,515,432,0.838834951
84780,18338,14210,0.774893663
84781,122,187,1
84782,895,498,0.556424581
84783,731,639,0.874145007
84784,1177,326,0.276975361
84790,33642,28015,0.832738838
86044,NA,215,NA
86514,NA,139,NA
20105,16449,14262,0.867043589
20106,4103,3682,0.897392152
20109,31006,19132,0.617041863
20110,35411,20641,0.58289797
20111,26877,21071,0.783978867
20112,19889,14998,0.754085173
20115,5431,4558,0.839256122
20117,1832,3158,1
20118,3,9,1
20119,3207,2447,0.763018397
20120,31305,25018,0.799169462
20121,22176,14829,0.668695887
20124,11676,8971,0.768328195
20129,467,469,1
20130,229,205,0.895196507
20132,13003,12148,0.934245943
20135,2555,2756,1
20136,20038,15471,0.772083042
20137,1267,1013,0.79952644
20139,245,182,0.742857143
20141,5222,6846,1
20143,683,1018,1
20144,818,942,1
20147,46857,37556,0.801502444
20148,33837,27420,0.810355528
20151,17315,12777,0.737915103
20152,24024,15657,0.651723277
20155,26036,19372,0.744046705
20158,3272,3470,1
20164,31622,21404,0.676870533
20165,23784,20125,0.84615708
20166,9081,7224,0.795507103
20169,18014,11225,0.623126457
20170,32135,21353,0.664477984
20171,37467,27465,0.73304508
20175,25368,16347,0.644394513
20176,38496,27790,0.721893184
20180,5691,7277,1
20181,7107,6342,0.892359645
20184,425,810,1
20186,11440,8505,0.743444056
20187,13840,9618,0.694942197
20190,16415,10293,0.627048431
20191,23662,16145,0.68231764
20194,9916,7851,0.791750706
20197,1584,1777,1
20198,1540,2432,1
22003,45705,31422,0.687495898
22015,33857,29006,0.856720914
22025,14045,10163,0.723602706
22026,11258,6909,0.613696927
22027,1414,1093,0.772984441
22030,47203,27145,0.575069381
22031,26598,14984,0.563350628
22032,24169,19297,0.798419463
22033,30348,20488,0.675102148
22035,0,0,NA
22039,13630,13647,1
22041,21696,12575,0.579599926
22042,28252,15538,0.549978763
22043,19202,9056,0.47161754
22044,10580,6681,0.63147448
22046,13848,10261,0.740973426
22060,5585,3257,0.583169203
22066,13790,11481,0.832559826
22079,26883,17798,0.662054086
22101,21912,13314,0.607612267
22102,20440,11630,0.568982387
22124,14009,8969,0.64023128
22125,833,540,0.648259304
22134,6035,1733,0.287158244
22150,22702,17992,0.792529293
22151,13938,13032,0.934997848
22152,23005,19946,0.867028907
22153,23215,21803,0.939177256
22172,7234,4355,0.602018247
22180,18173,12189,0.670720299
22181,11296,6560,0.580736544
22182,19846,14046,0.707749672
22185,0,0,NA
22191,52400,30186,0.576068702
22192,43390,29683,0.684097718
22193,60226,39468,0.655331584
22201,33989,18847,0.554502927
22202,22879,14309,0.625420691
22203,20623,16324,0.791543422
22204,43169,31506,0.729829276
22205,13659,11764,0.861263636
22206,16900,14363,0.849881657
22207,24804,16332,0.658442187
22209,12088,5804,0.480145599
22211,1321,314,0.237698713
22213,2797,1913,0.683947086
22214,0,0,NA
22301,10531,7181,0.681891558
22302,14503,9725,0.67055092
22303,12320,7420,0.602272727
22304,39732,25601,0.644342092
22305,14168,8945,0.631352343
22306,25415,16005,0.629746213
22307,8006,5048,0.630527105
22308,9691,8579,0.88525436
22309,27099,14549,0.53688328
22310,25450,17756,0.697681729
22311,15066,9134,0.606265764
22312,25931,14907,0.574871775
22314,30045,18159,0.60439341
22315,22797,14560,0.638680528
22401,22617,12840,0.567714551
22405,23064,19519,0.84629726
22406,20137,14474,0.718776382
22407,43814,30727,0.701305519
22408,22437,16934,0.754735482
22427,4519,1808,0.400088515
22432,241,258,1
22433,296,146,0.493243243
22435,2014,1339,0.664846077
22436,533,404,0.757973734
22437,746,481,0.644772118
22438,296,251,0.847972973
22443,6942,5205,0.749783924
22448,481,339,0.704781705
22454,1370,1241,0.905839416
22460,1076,1093,1
22469,1463,946,0.646616541
22473,4203,3084,0.733761599
22476,185,200,1
22480,626,499,0.797124601
22482,2640,1990,0.753787879
22485,19124,13903,0.726992261
22488,721,715,0.991678225
22503,2881,2473,0.858382506
22504,246,180,0.731707317
22508,11194,9486,0.84741826
22509,91,17,0.186813187
22511,749,682,0.910547397
22514,1666,1515,0.909363745
22520,4747,2757,0.580787866
22529,154,169,1
22530,153,101,0.660130719
22534,2404,2079,0.864808652
22535,361,287,0.79501385
22538,113,152,1
22539,2005,1619,0.807481297
22542,1505,1262,0.838538206
22546,11905,9228,0.775136497
22548,182,45,0.247252747
22551,15309,13772,0.899601542
22553,11634,8371,0.719528967
22554,42041,29975,0.712994458
22556,21199,14844,0.700221709
22560,5193,3378,0.650491046
22567,2818,1998,0.709013485
22572,6253,3016,0.482328482
22576,1890,1207,0.638624339
22578,2249,1677,0.74566474
22579,52,116,1
22580,3947,2979,0.754750443
22601,22343,13091,0.585910576
22602,22734,17503,0.769904108
22603,12834,7010,0.546205392
22610,1416,1650,1
22611,6957,4968,0.714100906
22620,2119,1768,0.834355828
22623,668,561,0.839820359
22624,2289,1277,0.55788554
22625,2657,2283,0.859239744
22627,532,419,0.787593985
22630,25063,15890,0.634002314
22637,1794,1266,0.705685619
22639,457,527,1
22640,433,367,0.847575058
22641,303,266,0.877887789
22642,4046,3216,0.79485912
22643,232,186,0.801724138
22644,2013,1128,0.560357675
22645,3381,3039,0.898846495
22646,83,143,1
22650,441,433,0.98185941
22652,1166,1148,0.984562607
22654,751,563,0.749667111
22655,16135,13525,0.838239851
22656,2701,1443,0.534246575
22657,8315,6216,0.747564642
22660,1487,873,0.587088097
22663,985,1062,1
22664,7084,3806,0.537267081
22701,26386,16825,0.637648753
22709,1103,511,0.463281958
22711,26,56,1
22712,6956,4998,0.718516389
22713,1352,983,0.727071006
22714,744,788,1
22715,890,693,0.778651685
22716,465,510,1
22718,370,401,1
22719,207,262,1
22720,795,763,0.959748428
22722,229,177,0.772925764
22723,121,93,0.768595041
22724,1804,1609,0.891906874
22726,627,591,0.942583732
22727,4566,3120,0.683311432
22728,2214,2409,1
22729,1273,385,0.302435192
22730,141,74,0.524822695
22731,11,77,1
22732,196,106,0.540816327
22733,702,694,0.988603989
22734,2403,2233,0.929255098
22735,2167,1431,0.660359945
22736,620,778,1
22737,2346,2048,0.872975277
22738,1116,872,0.781362007
22740,805,797,0.990062112
22741,102,132,1
22742,1458,1186,0.813443073
22743,244,126,0.516393443
22747,1148,682,0.594076655
22749,198,210,1
22801,34715,14746,0.424773153
22802,22440,11588,0.516399287
22807,3146,486,0.154481882
22810,565,651,1
22811,555,424,0.763963964
22812,7367,4398,0.596986562
22815,7058,5289,0.749362426
22820,202,183,0.905940594
22821,4065,3043,0.748585486
22824,4878,3695,0.757482575
22827,7976,6611,0.828861585
22830,1413,1083,0.766454352
22831,969,413,0.42621259
22832,903,697,0.771871539
22834,783,639,0.816091954
22835,9324,5667,0.607786358
22840,3602,2553,0.708772904
22841,2193,1626,0.741450068
22842,4293,3038,0.707663638
22843,2033,1886,0.927693064
22844,4135,2715,0.656590085
22845,9,25,1
22846,1707,1092,0.639718805
22847,622,632,1
22849,4101,3117,0.760058522
22850,810,532,0.656790123
22851,4947,3016,0.609662422
22853,3231,2686,0.831321572
22901,28052,19803,0.70593897
22902,20806,11338,0.54493896
22903,34283,20924,0.610331651
22904,4798,1273,0.265318883
22911,13470,11593,0.860653304
22920,3150,3429,1
22922,1591,1011,0.635449403
22923,4634,3475,0.749892102
22931,198,298,1
22932,5633,5644,1
22935,780,710,0.91025641
22936,3748,4002,1
22937,1745,1474,0.84469914
22938,1190,902,0.757983193
22939,5118,2733,0.533997655
22940,1124,985,0.87633452
22942,7492,5441,0.726241324
22943,369,505,1
22946,122,243,1
22947,3301,3116,0.943956377
22948,165,196,1
22949,957,711,0.742946708
22952,1390,1401,1
22958,1899,1216,0.640337019
22959,1217,1228,1
22960,7603,5104,0.671313955
22963,13094,9157,0.699327936
22964,219,133,0.607305936
22967,1563,1068,0.683301344
22968,7967,6187,0.776578386
22969,1325,1169,0.882264151
22971,1343,916,0.682055101
22972,267,272,1
22973,4469,3485,0.779816514
22974,4206,3530,0.839277223
22976,432,189,0.4375
22980,24910,16757,0.672701726
22989,17,72,1
23002,8096,6448,0.796442688
23004,633,458,0.723538705
23005,14154,9082,0.641656069
23009,4652,4258,0.915305245
23011,1253,990,0.790103751
23015,3000,3231,1
23021,254,213,0.838582677
23022,852,650,0.762910798
23023,560,187,0.333928571
23024,6872,6379,0.928259604
23025,154,144,0.935064935
23027,938,950,1
23030,4114,3206,0.779290228
23032,352,169,0.480113636
23035,1185,947,0.799156118
23038,1178,1380,1
23039,899,735,0.817575083
23040,3797,2191,0.577034501
23043,1667,1275,0.764847031
23045,134,59,0.440298507
23047,1662,1704,1
23050,574,384,0.668989547
23055,613,639,1
23056,371,284,0.765498652
23059,26035,19762,0.759055118
23060,28494,19808,0.695163894
23061,17274,12019,0.695785574
23062,1928,1620,0.840248963
23063,3938,3702,0.940071102
23064,253,84,0.33201581
23065,1231,1403,1
23066,100,303,1
23068,159,165,1
23069,2439,2055,0.842558426
23070,291,325,1
23071,1344,998,0.742559524
23072,9592,7511,0.783048374
23075,7521,5467,0.726898019
23076,661,390,0.590015129
23079,291,261,0.896907216
23083,1760,1053,0.598295455
23084,1377,1197,0.869281046
23085,441,168,0.380952381
23086,2888,1971,0.682479224
23089,4573,4475,0.978569867
23091,190,143,0.752631579
23092,542,303,0.55904059
23093,11343,7681,0.677157718
23102,2626,1575,0.599771516
23103,4781,3929,0.821794604
23106,790,683,0.864556962
23108,89,76,0.853932584
23109,1902,1161,0.610410095
23110,365,426,1
23111,28734,26072,0.907357138
23112,39926,35195,0.881505786
23113,19043,16501,0.866512629
23114,14404,10999,0.763607331
23115,40,102,1
23116,23292,18407,0.790271338
23117,7669,5855,0.763463294
23119,282,182,0.645390071
23120,7050,7194,1
23123,1650,1140,0.690909091
23124,3567,2588,0.725539669
23125,255,159,0.623529412
23126,304,397,1
23128,655,585,0.893129771
23129,503,268,0.532803181
23130,165,190,1
23138,596,678,1
23139,19809,16905,0.85339997
23140,4865,3556,0.730935252
23141,5709,5334,0.934314241
23146,2579,3144,1
23148,1408,1238,0.879261364
23149,2558,1702,0.665363565
23150,10036,7866,0.783778398
23153,970,871,0.897938144
23156,1447,866,0.598479613
23160,2555,1489,0.582778865
23161,94,80,0.85106383
23163,27,157,1
23168,5845,6630,1
23169,827,718,0.868198307
23173,2211,1003,0.453640886
23175,1445,1368,0.946712803
23176,326,432,1
23177,642,349,0.543613707
23180,457,264,0.577680525
23181,4308,3899,0.905060353
23185,39524,29402,0.743902439
23187,251,106,0.422310757
23188,35816,27457,0.766612687
23192,5581,6303,1
23219,4321,2288,0.529507059
23220,32042,19316,0.602833781
23221,13159,8980,0.682422676
23222,21843,14219,0.650963695
23223,40465,26864,0.663882367
23224,30273,16664,0.550457503
23225,34974,21393,0.611682964
23226,13143,11210,0.852925512
23227,21546,14059,0.652510907
23228,28539,19147,0.670906479
23229,26525,22458,0.84667295
23230,5979,4107,0.686904165
23231,28466,19643,0.690051289
23233,24028,17704,0.736807058
23234,34000,19437,0.571676471
23235,26161,21375,0.817055923
23236,19181,15042,0.784213545
23237,18891,11974,0.633846805
23238,20760,15548,0.74894027
23250,0,0,NA
23294,14162,8587,0.606340912
23301,1130,540,0.477876106
23302,149,97,0.651006711
23303,542,408,0.752767528
23304,36,50,1
23306,611,576,0.942716858
23307,468,377,0.805555556
23308,1735,1031,0.594236311
23310,3521,2739,0.777904005
23313,134,50,0.373134328
23314,7068,4843,0.685200905
23315,1077,1382,1
23316,429,188,0.438228438
23320,45335,29033,0.640410279
23321,26981,20061,0.74352322
23322,49268,37584,0.762848096
23323,30351,20809,0.685611677
23324,17261,11409,0.660969816
23325,12634,8160,0.645876207
23336,2520,2486,0.986507937
23337,394,267,0.677664975
23347,564,293,0.519503546
23350,2783,1928,0.692777578
23354,140,95,0.678571429
23356,1049,993,0.946615825
23357,582,212,0.364261168
23358,89,84,0.943820225
23359,528,421,0.797348485
23389,120,76,0.633333333
23395,397,416,1
23398,31,91,1
23401,129,117,0.906976744
23405,807,442,0.547707559
23407,547,172,0.314442413
23408,49,37,0.755102041
23409,130,48,0.369230769
23410,1055,1110,1
23413,572,419,0.732517483
23414,174,37,0.212643678
23415,1270,990,0.779527559
23416,154,170,1
23417,2956,1457,0.492895805
23418,778,298,0.383033419
23420,2554,1270,0.497259201
23421,3242,1662,0.512646514
23422,147,154,1
23423,331,240,0.725075529
23426,78,141,1
23427,215,152,0.706976744
23430,13840,10911,0.788367052
23432,1291,1248,0.966692486
23433,1048,1220,1
23434,37209,24337,0.654062189
23435,23201,17576,0.757553554
23436,731,944,1
23437,3379,3099,0.917135247
23438,1331,1353,1
23440,423,403,0.952718676
23441,101,52,0.514851485
23442,917,559,0.60959651
23451,34756,19725,0.567527909
23452,46609,32985,0.707695939
23453,25977,17216,0.662740116
23454,46198,28189,0.61017793
23455,39644,21615,0.545227525
23456,40583,29624,0.729960821
23457,3259,4508,1
23459,880,519,0.589772727
23460,2024,294,0.145256917
23461,453,125,0.27593819
23462,50657,33121,0.653828691
23464,58818,39496,0.671495121
23480,363,229,0.630853994
23486,23,71,1
23487,4462,3835,0.859480054
23488,349,96,0.275071633
23502,17427,9203,0.528088598
23503,25488,11674,0.45801946
23504,17531,9291,0.529975472
23505,23068,9275,0.402072135
23507,5710,3801,0.665674256
23508,18564,6965,0.375188537
23509,10693,5324,0.49789582
23510,7441,2995,0.402499664
23511,13570,567,0.041783346
23513,23364,12637,0.54087485
23517,4161,1652,0.397019947
23518,23298,13050,0.560133917
23523,4893,3375,0.689760883
23551,1189,141,0.118587048
23601,19904,11603,0.582948151
23602,30233,18617,0.615784077
23603,2930,1408,0.480546075
23604,5355,1472,0.274883287
23605,10863,6286,0.578661512
23606,23250,14110,0.60688172
23607,17047,10794,0.633190591
23608,31469,18965,0.602656583
23651,367,304,0.828337875
23661,9983,7803,0.781628769
23662,9398,7818,0.831879123
23663,10298,6588,0.639735871
23664,7689,5472,0.711666016
23665,4131,2068,0.50060518
23666,41440,24028,0.579826255
23669,32188,19384,0.602212004
23690,3368,2065,0.613123515
23691,82,89,1
23692,14229,10481,0.736594279
23693,18606,12014,0.645705686
23696,2939,3263,1
23701,19476,13032,0.669131238
23702,7775,5032,0.647202572
23703,20374,11628,0.570727398
23704,13363,7400,0.553767866
23707,10638,7374,0.693175409
23708,508,78,0.153543307
23709,686,30,0.043731778
23801,3403,974,0.286218043
23803,29800,17946,0.602214765
23805,15726,10769,0.684789521
23806,1626,764,0.469864699
23821,1620,965,0.595679012
23824,4887,3334,0.68221813
23827,1200,842,0.701666667
23828,281,252,0.896797153
23829,2125,974,0.458352941
23830,1178,935,0.793718166
23831,27080,19786,0.730649926
23832,28853,22987,0.796693585
23833,1763,1351,0.766307431
23834,20082,14305,0.712329449
23836,10624,8683,0.817300452
23837,3585,1950,0.543933054
23838,12823,9630,0.750994307
23839,761,563,0.739816032
23840,2168,932,0.429889299
23841,2652,1762,0.664404223
23842,5378,4822,0.896615842
23843,385,256,0.664935065
23844,450,285,0.633333333
23845,503,247,0.491053678
23846,695,613,0.882014388
23847,12643,6576,0.520129716
23850,1013,669,0.66041461
23851,10167,7174,0.705616209
23856,854,347,0.406323185
23857,519,326,0.628131021
23860,23909,12688,0.530678824
23866,1484,1591,1
23867,1609,880,0.546923555
23868,5731,2401,0.418949573
23872,2087,1331,0.637757547
23874,784,639,0.81505102
23875,9551,4567,0.478169825
23876,235,266,1
23878,852,714,0.838028169
23879,416,437,1
23881,1582,1514,0.957016435
23882,1748,1322,0.756292906
23883,1733,1372,0.79169071
23884,38,13,0.342105263
23885,1975,1455,0.736708861
23887,167,403,1
23888,1839,1507,0.819467102
23889,539,205,0.380333952
23890,3549,1932,0.544378698
23891,2108,326,0.154648956
23893,270,271,1
23894,542,539,0.994464945
23897,419,192,0.45823389
23898,1790,1631,0.911173184
23899,294,274,0.931972789
23901,15830,6187,0.390840177
23909,447,485,1
23915,1144,502,0.438811189
23917,2128,1496,0.703007519
23919,1991,1754,0.88096434
23920,2686,1938,0.721518987
23921,1061,965,0.909519321
23922,3865,1408,0.364294955
23923,2407,1119,0.464894059
23924,4705,2960,0.62911796
23927,3438,2291,0.6663758
23930,4088,2811,0.687622309
23934,363,382,1
23936,6809,3046,0.447349097
23937,1407,911,0.647476901
23938,221,238,1
23942,1056,596,0.564393939
23943,54,84,1
23944,2406,2198,0.91354946
23947,3080,2150,0.698051948
23950,3037,1809,0.595653606
23952,238,99,0.415966387
23954,1146,1278,1
23958,2389,2002,0.838007535
23959,980,668,0.681632653
23960,1272,1115,0.876572327
23962,627,327,0.5215311
23963,88,295,1
23964,1091,709,0.649862511
23966,1779,1237,0.695334458
23967,913,465,0.509309967
23968,552,419,0.759057971
23970,6466,3928,0.607485308
23974,4605,1837,0.398914224
23976,34,147,1
24011,512,82,0.16015625
24012,23533,13661,0.580503973
24013,6241,3032,0.48581958
24014,13353,9565,0.71631843
24015,11474,8424,0.734181628
24016,6841,3521,0.514690835
24017,18437,9392,0.509410425
24018,30480,22564,0.740288714
24019,21986,15940,0.725006823
24020,559,293,0.524150268
24053,2167,1604,0.740193816
24054,5000,3769,0.7538
24055,10106,6698,0.662774589
24058,191,261,1
24059,714,865,1
24060,49126,20858,0.424581688
24064,4299,3601,0.83763666
24065,5313,3715,0.699228308
24066,4237,3454,0.815199434
24067,1769,1291,0.729790842
24069,1500,1418,0.945333333
24070,1467,1148,0.782549421
24072,918,866,0.94335512
24073,24135,16335,0.676817899
24076,1148,536,0.466898955
24077,565,461,0.815929204
24078,5803,2786,0.480096502
24079,1482,1272,0.858299595
24082,454,222,0.488986784
24083,2278,1670,0.73309921
24084,9163,5940,0.648259304
24085,1895,1613,0.851187335
24086,106,138,1
24087,2858,2688,0.940517845
24088,4586,2395,0.522241605
24089,2186,1199,0.548490393
24090,3933,2642,0.671751843
24091,6169,4040,0.65488734
24092,1925,1659,0.861818182
24093,82,119,1
24095,3639,2920,0.802418247
24101,5241,4000,0.763213127
24102,1211,817,0.67464905
24104,2882,2700,0.93684941
24105,411,329,0.800486618
24112,23495,14986,0.637837838
24120,1193,1162,0.974015088
24121,9066,6393,0.705162144
24122,1369,1172,0.856099343
24124,3677,2164,0.588523253
24127,3169,2529,0.798043547
24128,1616,1435,0.88799505
24130,15,4,0.266666667
24131,10,71,1
24132,210,371,1
24133,1824,1251,0.685855263
24134,4039,2517,0.623174053
24136,2597,2087,0.803619561
24137,2243,1611,0.718234507
24138,1452,1257,0.865702479
24139,359,315,0.877437326
24141,19731,10003,0.506968729
24142,2726,628,0.230374175
24147,1038,655,0.631021195
24148,6724,4285,0.637269482
24149,2658,2549,0.958991723
24150,796,343,0.430904523
24151,15759,9571,0.607335491
24153,30653,20873,0.680944769
24161,390,299,0.766666667
24162,2223,1320,0.593792173
24165,995,942,0.946733668
24167,175,212,1
24168,226,92,0.407079646
24171,6999,3851,0.55022146
24174,2265,1482,0.654304636
24175,6686,5629,0.841908465
24176,1116,861,0.771505376
24179,14740,10204,0.692265943
24184,3612,2713,0.75110742
24185,409,543,1
24201,12759,7462,0.584842072
24202,9185,7498,0.816330974
24210,13699,7233,0.527994744
24211,8206,4590,0.559346819
24216,2035,1357,0.666830467
24217,225,236,1
24219,9271,3867,0.417107108
24220,835,465,0.556886228
24221,511,453,0.886497065
24224,4666,3029,0.649164166
24225,1705,868,0.509090909
24226,999,734,0.734734735
24228,5194,2601,0.500770119
24230,6156,4227,0.686647173
24236,2398,1804,0.752293578
24237,695,563,0.810071942
24239,186,60,0.322580645
24243,1475,965,0.654237288
24244,4745,2841,0.598735511
24245,591,555,0.939086294
24246,492,197,0.400406504
24248,1994,1125,0.564192578
24250,1125,714,0.634666667
24251,6492,3658,0.563462723
24256,2841,1682,0.592045055
24258,1386,842,0.607503608
24260,4471,2776,0.620890181
24263,4725,2867,0.606772487
24265,605,408,0.674380165
24266,7302,3939,0.539441249
24269,273,168,0.615384615
24270,559,459,0.821109123
24271,1917,1538,0.802295253
24272,562,392,0.697508897
24273,4748,2809,0.591617523
24277,5922,1838,0.310368119
24279,4278,2601,0.60799439
24280,590,465,0.788135593
24281,1954,1095,0.560388946
24282,723,199,0.275242047
24283,1763,1442,0.817923993
24290,1705,622,0.364809384
24292,328,289,0.881097561
24293,7786,3605,0.463010532
24301,11542,5084,0.440478253
24311,1254,951,0.758373206
24312,1396,1354,0.96991404
24313,565,547,0.968141593
24314,1173,841,0.716965047
24315,2934,1797,0.612474438
24316,0,37,1
24317,3041,1970,0.647813219
24318,476,343,0.720588235
24319,6017,3566,0.592654147
24322,75,105,1
24323,680,379,0.557352941
24324,1537,1338,0.870527001
24325,889,551,0.619797525
24326,941,667,0.708820404
24328,1495,1011,0.676254181
24330,2406,1935,0.804239401
24333,14085,8154,0.578913738
24340,4734,3523,0.744190959
24343,7682,4554,0.592814371
24347,1287,1511,1
24348,4004,1786,0.446053946
24350,1004,767,0.763944223
24351,416,376,0.903846154
24352,756,579,0.765873016
24354,11378,5914,0.519775004
24360,4594,3639,0.792120157
24361,4780,3136,0.656066946
24363,1081,845,0.781683626
24366,455,418,0.918681319
24368,4057,2961,0.729849643
24370,5203,3250,0.624639631
24374,693,470,0.678210678
24375,1373,838,0.610342316
24377,311,261,0.839228296
24378,887,832,0.937993236
24380,2124,1709,0.804613936
24381,3196,1876,0.58698373
24382,11354,6112,0.538312489
24401,28946,19315,0.667276999
24411,52,51,0.980769231
24412,27,63,1
24413,210,136,0.647619048
24415,0,27,1
24416,7091,3934,0.554787759
24421,3275,2660,0.81221374
24422,4778,3176,0.664713269
24426,10812,6900,0.6381798
24430,3539,1200,0.339078836
24431,1897,1330,0.701107011
24432,264,333,1
24433,60,71,1
24435,1551,1242,0.800773694
24437,540,630,1
24439,987,640,0.648429585
24440,2540,1916,0.754330709
24441,4936,3869,0.783833063
24442,108,87,0.805555556
24445,2349,1283,0.546189868
24448,210,232,1
24450,14836,8024,0.540846589
24457,201,141,0.701492537
24458,371,315,0.849056604
24459,552,655,1
24460,950,971,1
24464,150,208,1
24465,1104,851,0.770833333
24467,1763,1134,0.643221781
24471,1458,869,0.596021948
24472,1485,1557,1
24473,788,628,0.796954315
24474,480,198,0.4125
24476,180,238,1
24477,8650,5969,0.690057803
24479,1207,1060,0.878210439
24482,4408,1639,0.371823956
24483,487,325,0.667351129
24484,481,398,0.827442827
24485,289,374,1
24486,2608,2106,0.807515337
24487,309,160,0.517799353
24501,21617,12135,0.561363741
24502,38344,22737,0.592974129
24503,15413,11854,0.769091027
24504,7940,4246,0.534760705
24517,3978,2714,0.682252388
24520,1944,1416,0.728395062
24521,8000,5212,0.6515
24522,7300,5473,0.749726027
24523,15715,9298,0.591664015
24526,1082,1164,1
24527,2325,1539,0.661935484
24528,2526,1810,0.716547902
24529,1693,990,0.58476078
24530,731,663,0.906976744
24531,7450,3908,0.524563758
24534,1003,1019,1
24536,159,148,0.93081761
24538,4370,2866,0.65583524
24539,80,63,0.7875
24540,24644,14717,0.597183899
24541,21417,14000,0.653686324
24549,2960,2435,0.822635135
24550,5643,4447,0.788055999
24551,19529,14842,0.759997952
24553,1223,1205,0.985282093
24554,3157,1948,0.617041495
24555,1814,1117,0.615766262
24556,2566,2060,0.802805924
24557,6200,3871,0.624354839
24558,4875,2438,0.500102564
24562,411,244,0.593673966
24563,4291,3183,0.741785132
24565,682,582,0.853372434
24566,1154,833,0.721837088
24569,636,613,0.963836478
24570,0,12,1
24571,1828,1190,0.650984683
24572,13071,8696,0.665289572
24574,3381,2409,0.712511091
24577,3665,3326,0.907503411
24578,771,606,0.785992218
24579,986,671,0.680527383
24580,406,383,0.943349754
24581,27,11,0.407407407
24586,4543,3279,0.721769756
24588,7961,4819,0.605325964
24589,2362,1366,0.578323455
24590,6165,5376,0.872019465
24592,10503,5957,0.567171284
24593,1737,1242,0.715025907
24594,1198,980,0.81803005
24595,639,261,0.408450704
24597,901,753,0.835738069
24598,1411,1388,0.983699504
24599,796,336,0.422110553
24601,0,29,1
24602,511,449,0.878669276
24603,637,379,0.594976452
24604,175,107,0.611428571
24605,6569,4795,0.729943675
24606,163,108,0.662576687
24607,219,234,1
24609,5653,3684,0.651689368
24612,133,96,0.721804511
24613,520,619,1
24614,5692,3112,0.546732256
24620,2470,1332,0.539271255
24622,705,572,0.811347518
24628,180,131,0.727777778
24630,5712,2639,0.462009804
24631,2038,829,0.406771344
24634,378,245,0.648148148
24635,1382,385,0.278581766
24637,2884,1524,0.528432732
24639,2654,1494,0.562923888
24641,4311,2498,0.579447924
24646,605,339,0.560330579
24649,2397,1460,0.609094702
24651,4364,2577,0.590513291
24656,2408,1566,0.650332226
24657,345,136,0.394202899
05001,7792,5719,0.733957906
05031,107,156,1
05032,1932,1555,0.804865424
05033,2006,1469,0.732303091
05034,286,200,0.699300699
05035,599,405,0.676126878
05036,815,682,0.836809816
05037,540,428,0.792592593
05038,1036,716,0.691119691
05039,927,675,0.72815534
05040,468,269,0.574786325
05041,280,192,0.685714286
05042,412,335,0.813106796
05043,864,685,0.792824074
05045,1486,1130,0.760430686
05046,893,619,0.693169093
05048,2397,1570,0.654985398
05050,114,93,0.815789474
05051,1280,849,0.66328125
05052,186,224,1
05053,325,249,0.766153846
05055,2525,2534,1
05056,444,342,0.77027027
05058,278,239,0.85971223
05059,283,569,1
05060,3751,2458,0.655291922
05061,1278,918,0.718309859
05062,428,471,1
05065,817,631,0.772337821
05067,171,193,1
05068,2558,1751,0.684519156
05069,373,307,0.8230563
05070,455,351,0.771428571
05071,146,222,1
05072,365,382,1
05075,773,815,1
05076,338,227,0.671597633
05077,990,817,0.825252525
05079,582,431,0.740549828
05081,397,302,0.76070529
05083,216,85,0.393518519
05084,100,104,1
05086,570,439,0.770175439
05089,3564,2866,0.804152637
05091,2618,2286,0.873185638
05101,3498,2216,0.63350486
05141,212,63,0.297169811
05142,602,395,0.656146179
05143,3504,2476,0.706621005
05146,536,428,0.798507463
05148,842,745,0.8847981
05149,1651,1340,0.811629316
05150,488,406,0.831967213
05151,1226,988,0.805872757
05152,282,362,1
05153,478,399,0.834728033
05154,343,316,0.921282799
05155,738,537,0.727642276
05156,7644,4537,0.593537415
05158,938,599,0.638592751
05161,516,445,0.862403101
05201,11707,6755,0.577005211
05250,2893,2205,0.762184583
05251,917,940,1
05252,273,188,0.688644689
05253,462,475,1
05254,130,173,1
05255,3204,2618,0.81710362
05257,2515,1361,0.541153082
05260,448,230,0.513392857
05261,1967,1372,0.697508897
05262,1594,1577,0.989335006
05301,13245,9788,0.738995847
05340,611,664,1
05341,311,345,1
05342,513,344,0.670565302
05343,594,513,0.863636364
05345,1752,1383,0.789383562
05346,4219,3048,0.722446077
05350,476,431,0.905462185
05352,756,539,0.712962963
05353,723,668,0.923928077
05354,1853,1304,0.703723691
05355,612,444,0.725490196
05356,535,606,1
05358,110,100,0.909090909
05359,476,383,0.804621849
05360,137,189,1
05361,872,547,0.627293578
05362,76,85,1
05363,1674,1238,0.739545998
05401,25821,14723,0.570194803
05403,15529,12331,0.794062721
05404,6065,3730,0.615004122
05405,4373,1458,0.333409559
05408,7634,6371,0.834555934
05439,1445,787,0.544636678
05440,1498,1079,0.720293725
05441,672,500,0.744047619
05442,331,160,0.483383686
05443,5282,4218,0.798561151
05444,1349,1092,0.80948851
05445,2925,2886,0.986666667
05446,12851,8805,0.685160688
05447,57,34,0.596491228
05448,728,691,0.949175824
05450,4059,2340,0.576496674
05452,16865,13483,0.79946635
